LFQ intensity 1_14012022_20220114150835	LFQ intensity 2_14012022	LFQ intensity 3_14012022	LFQ intensity 4_14012022	LFQ intensity 5_14012022	LFQ intensity 6_14012022	LFQ intensity 7_14012022	LFQ intensity 8_14012022	LFQ intensity 9_14012022	LFQ intensity 10_14012022	LFQ intensity 11_14012022	LFQ intensity 12_14012022	LFQ intensity 13_14012022	LFQ intensity 14_14012022	LFQ intensity 15_14012022	LFQ intensity 16_14012022	LFQ intensity 17_14012022	LFQ intensity 18_14012022	LFQ intensity 19_14012022	LFQ intensity 20_14012022	LFQ intensity 21_14012022	LFQ intensity 22_14012022	LFQ intensity 23_14012022	LFQ intensity 24_14012022	LFQ intensity 25_14012022	LFQ intensity 26_14012022	LFQ intensity 27_14012022	LFQ intensity 28_14012022_20220119082438	LFQ intensity 29_14012022_20220119110854	LFQ intensity 30_14012022_20220119135302	LFQ intensity 31_14012022_20220119163708	LFQ intensity 32_14012022_20220119192113	LFQ intensity 33_14012022_20220119220519	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
NaN	20.4621391296387	NaN	NaN	NaN	20.8017559051514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	9.7	9.7	9.7	55.389	0.0066225	3.1257	18829000	2	E7END6;P04070;E7ENR9;H7BYX9	E7END6;P04070;E7ENR9;H7BYX9	Vitamin K-dependent protein C;Vitamin K-dependent protein C light chain;Vitamin K-dependent protein C heavy chain;Activation peptide	PROC	109
NaN	18.4875030517578	NaN	NaN	17.7264041900635	NaN	18.0847244262695	NaN	NaN	NaN	NaN	18.2363128662109	NaN	18.9115791320801	NaN	19.6200618743896	18.6905364990234	19.3144683837891	NaN	NaN	NaN	NaN	19.2300148010254	18.3527679443359	18.6116943359375	NaN	18.4231243133545	NaN	18.2597618103027	18.3603324890137	19.6649570465088	19.5573806762695	19.4603404998779				4	4	4	10.9	10.9	10.9	51.276	0	8.0192	25010000	23	P27918;E9PAQ1;C9J7V5	P27918;E9PAQ1	Properdin	CFP	110
NaN	18.4973602294922	NaN	NaN	18.480260848999	17.8751373291016	17.7443866729736	NaN	18.2557563781738	NaN	NaN	18.5403022766113	17.8197174072266	17.3849868774414	NaN	NaN	17.5035457611084	NaN	NaN	NaN	NaN	NaN	NaN	17.5721530914307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				5	5	5	41.2	41.2	41.2	17.794	0	11.525	24708000	29	E9PHK0;P05452;CON__Q2KIS7	E9PHK0;P05452	Tetranectin	CLEC3B	111
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.9645862579346	NaN	17.690502166748	NaN	17.1322994232178	17.782958984375	17.2967910766602	NaN	NaN	NaN	NaN	17.0927982330322	NaN				2	2	1	16.7	16.7	7.1	17.916	0	7.5771	4018000	6	E9PI65;E9PLF4;E9PN89;E9PKE3;P11142;E9PQQ4;E9PQK7;E9PK54;A0A7P0TAI0;A0A7P0TB36;P54652;P11021	E9PI65;E9PLF4;E9PN89;E9PKE3;P11142;E9PQQ4;E9PQK7;E9PK54;A0A7P0TAI0;A0A7P0TB36;P54652;P11021	Heat shock cognate 71 kDa protein;Heat shock-related 70 kDa protein 2;78 kDa glucose-regulated protein	HSPA8;HSPA2;HSPA5	112
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	20.8	20.8	20.8	7.8752	0	10.464	6228800	7	F5GZQ4;F5H5J4;F5H6W8;F5GXH2;F5GYU2;F5GXY2;P00338	F5GZQ4;F5H5J4;F5H6W8;F5GXH2;F5GYU2;F5GXY2;P00338	L-lactate dehydrogenase A chain	LDHA	113
20.0363082885742	20.6543846130371	NaN	20.2562637329102	20.555154800415	20.6802024841309	20.6856861114502	20.4626388549805	20.7792453765869	20.9489917755127	20.0349655151367	20.7023544311523	20.9095439910889	20.4301261901855	NaN	21.6291198730469	21.2837047576904	21.6092796325684	NaN	NaN	NaN	20.3653831481934	20.2851181030273	20.9563140869141	20.7076721191406	18.8208713531494	20.4904232025146	19.8565349578857	20.9787578582764	21.5928173065186	21.0532474517822	20.7280006408691	21.6376342773438				19	19	19	49.1	49.1	49.1	60.04	0	77.187	303110000	181	F5GY80;F5H7G1;P07358	F5GY80;F5H7G1;P07358	Complement component C8 beta chain	C8B	114
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	18.2	18.2	18.2	6.2522	0.0068966	3.3735	5689400	1	H0YFY4;F5H2U8;F5H2A4;F5H6H0;P52926	H0YFY4;F5H2U8;F5H2A4;F5H6H0;P52926	High mobility group protein HMGI-C	HMGA2	115
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	1.3	1.3	1.3	150.53	0.0065574	3.088	160760000	1	F5H2B9;H0YNH8;Q9BZF9;H0YN48	F5H2B9;H0YNH8;Q9BZF9;H0YN48	Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	116
23.6400871276855	23.2121543884277	NaN	23.4316062927246	22.8018341064453	22.7402839660645	NaN	23.4809913635254	23.4267520904541	22.8458271026611	NaN	22.6111946105957	23.9691257476807	23.7741451263428	25.2995338439941	NaN	NaN	23.839900970459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				4	4	4	23.8	23.8	23.8	23.346	0	8.5608	316640000	17	F5H423;P84077;P61204;F5H0C7;C9J1Z8;P84085;F5H1V1;F5H6T5;F8WDB3;C9JPM4;P18085	F5H423;P84077;P61204;F5H0C7;C9J1Z8;P84085	ADP-ribosylation factor 1;ADP-ribosylation factor 3;ADP-ribosylation factor 5	ARF1;ARF3;ARF5	117
20.9670524597168	NaN	NaN	19.9091053009033	20.3490562438965	20.2521114349365	19.9288539886475	20.4199810028076	20.7357864379883	20.7096939086914	20.9567394256592	20.0247230529785	19.4078769683838	19.761547088623	19.9970035552979	NaN	19.2765102386475	20.1719436645508	NaN	NaN	NaN	19.5893363952637	19.2768974304199	NaN	20.1531372070313	20.0615768432617	18.4674625396729	20.1052074432373	19.9040546417236	19.8919467926025	20.3729457855225	19.6510238647461	20.1579532623291				5	5	5	11.8	11.8	11.8	55.113	0	26.735	70827000	53	G3V2W1;Q9UK55	G3V2W1;Q9UK55	Protein Z-dependent protease inhibitor	SERPINA10	118
19.3107452392578	19.1599254608154	NaN	19.171895980835	18.9087390899658	NaN	NaN	NaN	NaN	19.6687889099121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.0112705230713	19.5944843292236	NaN	18.6595840454102	NaN	NaN	NaN	NaN	18.7097091674805	18.9535026550293	NaN	18.7590942382813				2	2	2	6.4	6.4	6.4	45.294	0	5.5239	21256000	11	H0Y512;Q9HDC9	H0Y512;Q9HDC9	Adipocyte plasma membrane-associated protein	APMAP	119
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	7.1	7.1	7.1	39.793	0.0070922	3.5588	5554600	3	H0Y8L3;Q15582;H0Y9D7;S4R3C6	H0Y8L3;Q15582;H0Y9D7;S4R3C6	Transforming growth factor-beta-induced protein ig-h3	TGFBI	120
18.5404148101807	19.1006717681885	NaN	18.2300395965576	18.950288772583	18.6727981567383	19.0112705230713	19.5101108551025	19.7498474121094	18.881275177002	18.3768291473389	18.3419094085693	18.6549434661865	18.3986186981201	NaN	18.6231746673584	18.5931720733643	18.6285591125488	NaN	NaN	NaN	18.0284786224365	18.5290946960449	18.0393905639648	18.2444190979004	NaN	18.9974174499512	NaN	18.6267433166504	18.5428352355957	18.8027191162109	18.283332824707	19.2923488616943				13	13	13	22.9	22.9	22.9	76.773	0	43.26	81333000	78	H0YAC1;P03952;E9PBC5;C9J075;A0A0C4DGJ9;C9JCT1;P20718	H0YAC1;P03952;E9PBC5	Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain	KLKB1	121
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	8.4	8.4	8.4	17.668	0	5.6139	6028200	19	H3BMH2;H3BSC1;P62491;Q15907	H3BMH2;H3BSC1;P62491;Q15907	Ras-related protein Rab-11A;Ras-related protein Rab-11B	RAB11A;RAB11B	122
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	12.1	12.1	12.1	6.3023	0	8.1979	18129000	10	H7C4E5;Q14061	H7C4E5;Q14061	Cytochrome c oxidase copper chaperone	COX17	123
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	21.4	21.4	21.4	15.054	0.0038314	4.2427	10947000	6	P07737;I3L3D5;K7EJ44	P07737;I3L3D5;K7EJ44	Profilin-1	PFN1	124
NaN	NaN	NaN	19.1648178100586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.3372344970703	19.553150177002	NaN	19.5884399414063	18.8827991485596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.7263717651367	NaN	NaN	NaN	NaN	18.12353515625	NaN	NaN	NaN				15	1	1	58.7	4.8	4.8	38.975	0	21.003	22404000	23	I3L4N8;P63261;A0A6Q8PFE4;I3L3I0;I3L1U9;P63267;P68032;P62736;P68133;J3KT65;I3L3R2;A0A2R8YEA7;K7EM38;A6NL76;Q6S8J3;F6QUT6;B8ZZJ2;C9JFL5;F8WB63;F6UVQ4;A5A3E0;A0A2R8YFE2;P0CG38;A0A7P0TBL1;P0CG39;Q9BYX7;F8WCH0	I3L4N8;P63261;A0A6Q8PFE4;I3L3I0;I3L1U9;P63267;P68032;P62736;P68133	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, gamma-enteric smooth muscle;Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, alpha skeletal muscle	ACTG1;ACTG2;ACTC1;ACTA2;ACTA1	125
20.9891929626465	20.2942352294922	NaN	19.6180019378662	20.5321235656738	19.9709873199463	19.9578723907471	19.9377593994141	20.3954010009766	20.4833545684814	20.7294120788574	20.6998157501221	20.7128028869629	20.2351455688477	NaN	20.6002330780029	21.0889358520508	21.1366481781006	NaN	21.249683380127	21.7355804443359	NaN	NaN	20.1675415039063	NaN	20.4336948394775	18.0059642791748	20.1862831115723	18.2801628112793	NaN	NaN	18.9173030853271	NaN				6	6	6	35.8	35.8	35.8	19.591	0	189.59	117510000	57	J3KNB4;P49913	J3KNB4;P49913	Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37	CAMP	126
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	5.1	5.1	5.1	18.357	0.0040984	5.3141	4120500	15	J3KNE3;P68402	J3KNE3;P68402	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH1B2	127
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	10.6	10.6	10.6	39.817	0.0041494	5.3812	8283500	2	J3KPS3;P04075;H3BR68;H3BQN4;H3BR04;H3BU78;H3BPS8	J3KPS3;P04075;H3BR68;H3BQN4	Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A	ALDOA	128
18.7918872833252	19.132776260376	NaN	18.874267578125	18.2638473510742	NaN	18.9261627197266	18.3051891326904	18.5797214508057	18.1642284393311	18.3786926269531	18.4249706268311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.3266754150391	18.4117088317871	18.4429759979248	NaN	18.5191841125488	17.8335571289063	18.2575073242188	18.9080944061279	19.2742366790771	18.6841449737549				4	4	4	14	14	14	51.912	0	9.1397	24118000	18	J3KRP0;Q96KN2	J3KRP0;Q96KN2	Beta-Ala-His dipeptidase	CNDP1	129
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	15.6	15.6	15.6	26.738	0.0067114	3.1913	2479200	2	K7ESE8;J3KSD8;K7ES02;Q13867	K7ESE8;J3KSD8;K7ES02;Q13867	Bleomycin hydrolase	BLMH	130
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	9.8	9.8	9.8	35.397	0.0067797	3.2955	26261000	2	K7EJ04;Q99856;H0YFY1;A6NKF2	K7EJ04;Q99856;H0YFY1;A6NKF2	AT-rich interactive domain-containing protein 3A;AT-rich interactive domain-containing protein 3C	ARID3A;ARID3C	131
20.9709873199463	NaN	NaN	NaN	21.5847663879395	NaN	NaN	NaN	NaN	NaN	21.6597061157227	20.4510097503662	NaN	NaN	NaN	20.8399963378906	NaN	20.6993083953857	NaN	21.6667881011963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	24.7	24.7	24.7	20.049	0	13.476	84849000	14	K7ER74;P02655;Q6P163;V9GYJ8	K7ER74;P02655;Q6P163;V9GYJ8	Apolipoprotein C-II;Proapolipoprotein C-II	APOC4-APOC2;APOC2	132
26.0433921813965	22.3840065002441	NaN	23.5550842285156	24.5440979003906	21.9595012664795	22.2969532012939	21.5381526947021	23.4418983459473	22.9796485900879	NaN	23.4347896575928	22.2291412353516	23.4340267181396	25.7011032104492	23.9543800354004	22.8278980255127	24.172492980957	26.1882781982422	NaN	24.3823833465576	23.5152072906494	NaN	23.5898952484131	NaN	24.4312229156494	NaN	25.244197845459	22.2662220001221	20.8329849243164	NaN	22.6631870269775	21.3677310943604				7	7	7	42.9	42.9	42.9	8.647	0	25.055	601900000	53	K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9;K7EKP1	K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9	Apolipoprotein C-I;Truncated apolipoprotein C-I	APOC1	133
17.6392707824707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.8335876464844	18.4249286651611	17.7235412597656	18.8185329437256	NaN	NaN	NaN	NaN	NaN	18.1637878417969	NaN	NaN	NaN	NaN	17.6221370697021	NaN	NaN	NaN	NaN				3	3	3	14.8	14.8	14.8	29.163	0	14.222	8321500	17	M0R0Y2;M0R2M1;P54920;M0R027;M0R058;M0R0I4	M0R0Y2;M0R2M1;P54920;M0R027;M0R058	Alpha-soluble NSF attachment protein	NAPA	134
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	5.2	5.2	5.2	47.463	0	6.5157	5057300	2	O00231;J3QRY4	O00231;J3QRY4	26S proteasome non-ATPase regulatory subunit 11	PSMD11	135
19.6898040771484	19.26051902771	NaN	19.7808799743652	19.4605598449707	19.5125637054443	19.6455993652344	19.8424701690674	19.3389320373535	20.5928611755371	20.2601757049561	20.5943202972412	20.7563762664795	20.7318992614746	21.3031272888184	21.3850078582764	20.275146484375	20.7900276184082	NaN	NaN	20.0519199371338	20.1044406890869	19.7668781280518	20.1531372070313	20.371883392334	20.5339298248291	19.3612117767334	19.7801742553711	19.4188079833984	17.7283325195313	18.6187000274658	20.0588054656982	18.9719429016113				6	6	6	41.1	41.1	41.1	26.922	0	62.997	112680000	101	O00299	O00299	Chloride intracellular channel protein 1	CLIC1	136
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.3069686889648	18.7829914093018	NaN	19.0039901733398	18.4985694885254	19.3006610870361	NaN	NaN	NaN	NaN	NaN	17.5334358215332	18.0510711669922	NaN	17.5610790252686	NaN	NaN	NaN	18.1865005493164	18.5999774932861	18.5149917602539				4	4	4	6.1	6.1	6.1	81.876	0	11.489	17518000	28	O00429;F8VZ52;H0YHY4;F8VR28;F8VYL3;B4DPZ9;F8W1W3;F8VUJ9;B4DDQ3	O00429;F8VZ52	Dynamin-1-like protein	DNM1L	137
18.741756439209	NaN	NaN	18.4595603942871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.9230899810791	NaN	NaN	18.9052753448486	18.3525524139404	NaN	NaN	19.5711898803711	NaN	NaN	NaN	18.9238147735596	18.6272068023682				2	2	2	3.9	3.9	3.9	58.635	0.0037175	3.9666	7687000	3	O00592	O00592	Podocalyxin	PODXL	138
23.9060974121094	22.5493602752686	NaN	23.0638008117676	22.8432598114014	22.1524868011475	22.1654262542725	22.1169586181641	22.3316974639893	23.0322093963623	22.3256168365479	22.5366840362549	22.4910106658936	22.9803619384766	NaN	22.9298000335693	22.8788604736328	23.2579612731934	NaN	22.9154834747314	NaN	23.1065654754639	22.5360660552979	23.2142601013184	22.033655166626	23.455883026123	21.6235046386719	24.0388374328613	21.8330631256104	20.3837413787842	20.5912189483643	22.4620895385742	20.7606868743896				19	19	19	48.5	48.5	48.5	43.974	0	323.31	1650900000	408	O14791;B1AH96;B1AH94;B1AH95;F8WCH3	O14791	Apolipoprotein L1	APOL1	139
20.7651462554932	21.4551296234131	NaN	20.9143695831299	20.6906394958496	20.6583118438721	21.1030960083008	20.8971862792969	20.589391708374	21.4927234649658	20.6554336547852	21.4216251373291	20.5467014312744	20.7521362304688	NaN	21.0366439819336	20.5002822875977	21.0953884124756	NaN	NaN	NaN	20.8946723937988	20.8273372650146	21.290246963501	20.6779670715332	NaN	20.4743709564209	NaN	NaN	21.0501937866211	20.7618236541748	20.8498020172119	20.8150329589844				7	7	7	23.9	23.9	23.9	38.087	0	26.182	150220000	56	O43866	O43866	CD5 antigen-like	CD5L	140
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.9405422210693	NaN	17.2826538085938	NaN	16.8809471130371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	4.8	4.8	4.8	58.47	0.006734	3.2107	1973800	3	O60749	O60749	Sorting nexin-2	SNX2	141
20.411937713623	19.4071102142334	24.2386322021484	19.9990692138672	19.2738265991211	19.9210567474365	20.6098213195801	19.8957233428955	NaN	20.8030967712402	20.3768711090088	19.971830368042	19.851541519165	19.7692699432373	NaN	NaN	19.9848194122314	NaN	NaN	NaN	NaN	21.3398990631104	21.5545463562012	20.0430011749268	20.3893203735352	21.6589660644531	20.5663471221924	NaN	NaN	19.7521686553955	NaN	NaN	NaN				2	2	2	19	19	19	13.906	0	5.4077	27534000	28	P62807;U3KQK0;Q16778;P06899;P23527;P33778;P57053;P58876;O60814;Q5QNW6;Q8N257;Q93079;Q99877;Q99879;Q99880;Q96A08;A0A2R8Y619	P62807;U3KQK0;Q16778;P06899;P23527;P33778;P57053;P58876;O60814;Q5QNW6;Q8N257;Q93079;Q99877;Q99879;Q99880;Q96A08;A0A2R8Y619	Histone H2B type 1-C/E/F/G/I;Histone H2B;Histone H2B type 2-E;Histone H2B type 1-J;Histone H2B type 1-O;Histone H2B type 1-B;Histone H2B type F-S;Histone H2B type 1-D;Histone H2B type 1-K;Histone H2B type 2-F;Histone H2B type 3-B;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type 1-M;Histone H2B type 1-L;Histone H2B type 1-A	HIST1H2BC;HIST1H2BN;HIST2H2BE;HIST1H2BJ;HIST1H2BO;HIST1H2BB;H2BFS;HIST1H2BD;HIST1H2BK;HIST2H2BF;HIST3H2BB;HIST1H2BH;HIST1H2BM;HIST1H2BL;HIST1H2BA	142
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.1990203857422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.1321487426758	17.8445091247559	NaN				2	2	2	8	8	8	32.903	0.0037736	4.1245	8856900	5	O75636	O75636	Ficolin-3	FCN3	143
26.2373752593994	25.5605163574219	23.644495010376	25.6797885894775	24.7063026428223	25.2044506072998	24.9809379577637	25.205904006958	25.5980129241943	26.0623760223389	26.2221412658691	NaN	25.8286628723145	25.8947429656982	26.9669723510742	24.6037673950195	25.3531627655029	25.9808940887451	26.4817142486572	25.7297229766846	26.6492443084717	26.5655517578125	26.6398944854736	26.6746520996094	25.6560554504395	26.9542694091797	24.9591217041016	26.5777320861816	25.0905113220215	23.0554161071777	23.7868614196777	25.8798198699951	23.379280090332				17	17	17	75	75	75	21.253	0	323.31	5621200000	598	O95445;Q5SRP5	O95445;Q5SRP5	Apolipoprotein M	APOM	144
NaN	18.6950302124023	NaN	NaN	NaN	17.7397155761719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.5217914581299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.7307224273682	19.7310695648193	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	13.2	13.2	13.2	47.173	0	7.19	7544900	8	O95810	O95810	Serum deprivation-response protein	SDPR	145
20.3798351287842	21.1439514160156	NaN	20.9795951843262	21.5967788696289	21.6956176757813	21.9361782073975	21.9249534606934	21.9881858825684	21.1576461791992	20.6504459381104	21.3583698272705	21.886137008667	20.216438293457	NaN	20.6973571777344	22.1787967681885	20.7112064361572	NaN	NaN	NaN	20.3091926574707	20.6180019378662	20.1896648406982	21.0328826904297	NaN	22.3075256347656	21.0819339752197	21.7791652679443	21.6216278076172	20.8982200622559	19.721155166626	21.7664413452148				22	22	22	27	27	27	122.2	0	323.31	466930000	247	P00450;E9PFZ2;H7C5R1;D6RE86;CON__ENSEMBL:ENSBTAP00000031900;H7C5N5	P00450;E9PFZ2;H7C5R1	Ceruloplasmin	CP	146
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	1.6	1.6	1.6	83.266	0.0038023	4.1789	585380	1	P00488	P00488	Coagulation factor XIII A chain	F13A1	147
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.7087001800537	NaN	18.6512699127197	17.9529914855957	NaN	NaN	18.4463329315186	NaN	NaN	17.5456275939941	17.7592906951904	NaN	17.6240673065186				2	2	2	7	7	7	44.614	0.007326	3.6355	4837900	10	P00558	P00558	Phosphoglycerate kinase 1	PGK1	148
23.655891418457	24.3058433532715	NaN	23.0199813842773	23.528980255127	24.2847499847412	23.4601402282715	23.6166114807129	23.9296741485596	24.6631870269775	24.3048686981201	23.7812671661377	23.4987487792969	23.5692939758301	23.3775596618652	23.7029266357422	23.655782699585	23.6860294342041	22.2289066314697	NaN	23.5622062683105	24.2429981231689	23.7375831604004	23.6115550994873	24.1148166656494	23.9779720306396	22.1401176452637	24.417896270752	23.1163883209229	22.4538249969482	23.1103782653809	23.7320022583008	23.2134590148926				38	38	38	63.3	63.3	63.3	70.036	0	323.31	3062000000	981	P00734;E9PIT3;C9JV37;CON__P00735	P00734;E9PIT3	Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	F2	149
22.9620819091797	22.5621147155762	NaN	22.6043109893799	22.3235015869141	21.7546653747559	22.4472045898438	22.360969543457	22.564603805542	21.8275299072266	22.1806507110596	22.6635112762451	23.0309638977051	23.3271789550781	24.7290477752686	23.7606067657471	23.0090160369873	23.8591804504395	24.7675933837891	24.5015449523926	24.3947334289551	23.0844497680664	22.4510860443115	23.3134059906006	22.296028137207	23.4526195526123	22.4527950286865	22.7928485870361	22.4855442047119	22.6913204193115	22.201379776001	23.3200340270996	22.4903011322021				28	28	15	60.8	60.8	38.9	45.205	0	323.31	2858900000	721	P00738;J3QR68;H0Y300;A0A0C4DGL8;J3QLC9;A0A087WU08;H3BS21;J3KRH2;J3KTC3;J3KSV1;J3QQI8;H3BMJ7	P00738;J3QR68;H0Y300;A0A0C4DGL8;J3QLC9;A0A087WU08;H3BS21	Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain	HP	150
21.5409450531006	22.0996971130371	NaN	21.7371082305908	21.5060577392578	20.135082244873	20.8929691314697	20.7592258453369	20.7511558532715	20.5291709899902	20.9662780761719	20.3743267059326	19.9345951080322	19.9504871368408	20.3379955291748	19.7674770355225	NaN	NaN	NaN	NaN	NaN	21.0489311218262	21.0111351013184	21.3365268707275	20.5161457061768	NaN	20.394458770752	NaN	20.5952320098877	20.7027778625488	20.3927822113037	21.2529773712158	20.638298034668				19	6	6	54	28.4	28.4	39.029	0	25.873	187530000	53	P00739;A0A0A0MRD9	P00739;A0A0A0MRD9	Haptoglobin-related protein	HPR	151
